External ID,Item Name,Item Description,Release Date,Expiry Date,Weight,Template ID,Enabled,EntityId,Classifications,Address,N/A,City,State,Zipcode,Country of domain purchase is made from,Start Date,Age,Class,Venue,Entry Fee,Registration Form,Reg Form,Flyer
4467636,USSSA Central Illinois State Championships,"<ul>
    <li>2 World Series Berths Awarded per age/per class, A and B classes if possible</li>
    <li>4 game guarantee</li>
    <li>11u &amp; 13u age division will be played if we have ample teams registered.  If not then those teams will be moved to 12u &amp; 14u A or B depending on USSSA team classification.</li>
    <li>$495 if form and check are received by April 1st along with your team&rsquo;s USSSA registration number&hellip;# must be included on the form to get the discount! If mailed after April 1st tourney fee is $525.</li>
    <li>If you want your team&rsquo;s name listed on the Tournament shirt you must register by May 16th!</li>
    <li>MUST PROVIDE PROOF OF INSURANCE, SIGNED USSSA ROSTER, AND BIRTH CERTIFICATES AT TIME OF CHECK-IN. ***NO EXCEPTIONS**
    </li>
</ul>
",24-Dec-2013,15-Jun-2014,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;/Fast Pitch/Illinois State Tournaments/10/u;/Fast Pitch/Illinois State Tournaments/11/u;/Fast Pitch/Illinois State Tournaments/12/u;/Fast Pitch/Illinois State Tournaments/13/u;/Fast Pitch/Illinois State Tournaments/14/u;/Fast Pitch/Illinois State Tournaments/16/u;/Fast Pitch/Illinois State Tournaments/18/u;,,,Mattoon,IL,,US,13-Jun-2014,10/u 11/u 12/u 13/u 14/u 16/u 18/u ,A & B,,$450,,/fast-pitch/fast-pitch-registration-form.pdf,/fast-pitch/2014 FP Mattoon State Tournament flyer.pdf
4467638,2014 JOHN RADTKE MEMORIAL,"<p>WOMEN &ndash;   JOHN RADTKE WOMEN&rsquo;S MEMORIAL FASTPITCH CLASSIC USSSA WORLD SERIES QUALIFIER.  DATE: JULY 5-6, 2014; 5-GAME GUARANTEE-3 POOL GAMES INTO BRACKET WITH CONSOLATION. VENUE: ELGIN SPORTS COMPLEX. FEE: $500. A $250 DEPOSIT ACCEPTED TO HOLD SPOT; BALANCE DUE BY JUNE 15TH.
</p>
<p>REGISTRATION DEADLINE: JUNE 15, 2014.			</p>
<p>MAX TEAMS: 48 TOTAL.
</p>
<p>REFUND POLICY: ONE GAME PLAYED IS CONSIDERED A TOURNAMENT PLAYED. IF TOURNAMENT IS COMPLETELY RAINED OUT, FULL ENTRY FEE MINUS $50 ADMIN. FEE WILL BE REFUNDED.
</p>
",24-Dec-2013,06-Jul-2014,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Womens Programs;,,,Elgin,IL,,US,05-Jul-2014,,Adult,Elgin Sports Complex,$500,,/fast-pitch/fast-pitch-registration-form.pdf,/fast-pitch/2014 FP-Radtke Women's-Memorial flyer.pdf
4467639,NORTHERN ILLINOIS LIGHTNING WOMEN’S SUMMER BASH,"<p>WOMEN &ndash;   NORTHERN ILLINOIS LIGHTNING WOMEN&rsquo;S SUMMER BASH
USSSA WORLD SERIES QUALIFIER.
</p>
<p>		DATE: JUNE 14-15, 2014</p>
<p>5-GAME GUARANTEE-3 POOL GAMES 				INTO BRACKET WITH CONSOLATION GAME FOR FIRST-ROUND LOSERS. </p>
",24-Dec-2013,15-Jun-2014,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Womens Programs;,,,Elgin,IL,,US,14-Jun-2014,,Adult,Elgin Sports Complex,$500,,/fast-pitch/fast-pitch-registration-form.pdf,/fast-pitch/2014 FP - No  IL Summer-Bash-Reg women flyer.pdf
4467640,Algonquin Aces Summer Sizzler,"<p>4 Game Guarantee &ndash; weather permitting</p>
<p>Team &amp; Individual Trophies for 1st &amp; 2nd Place</p>
<p>World Series Berth awarded to 1st &amp; 2nd Place Teams
</p>
",24-Dec-2013,22-Jun-2014,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments/10/u;/Fast Pitch/Illinois State Tournaments/12/u;/Fast Pitch/Illinois State Tournaments/14/u;/Fast Pitch/Illinois State Tournaments/16/u;/Fast Pitch/Illinois State Tournaments/18/u;,,,Algonquin,IL,,US,20-Jun-2014,10/u 12/u 14/u 16/u 18/u,Open,Algonquin Lakes Park  -  Presidential Park  -  Kelliher Park,$475,,/fast-pitch/fast-pitch-registration-form.pdf,/fast-pitch/2014 FP Algonquin Aces Summer Sizzler flyer.pdf
4472579,Stateline Fury Spring Fling Tournament,"<p>Full concessions, no gate fees, USSSA Rules Apply</p>
<p>4 game guarantee</p>
",01-Jan-2014,18-May-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;,5444 Swanson Rd,,Roscoe,IL,61073,US,16-May-2014,14/u 12/u 10/u,Open (A & B),Thunder Park,$425,,,/Tournaments/4472579_341991_2014 FP Stateline Spring Fling.pdf
4472976,Northern Illinois 12B State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>-<strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",03-Jan-2014,22-Jun-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,20-Jun-2014,12/u,B,Sportscore/Harlem Sports Complex,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4472980,Northern Illinois 10B State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>-<strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",03-Jan-2014,22-Jun-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Loves Park,IL,,US,20-Jun-2014,10/u,B,Harlem Sports Complex,$495,,/Tournaments/4472980_342040_2014 FP Team Tournament  Reg Form.pdf,
4472988,Northern Illinois 13U State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>-<strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",03-Jan-2014,22-Jun-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,20-Jun-2014,13/u,Open,Sportscore/Harlem Sports Complex,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4472989,Northern Illinois 16A State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>- <strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",03-Jan-2014,22-Jun-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Loves Park,IL,,US,20-Jun-2014,16/u,A,Harlem Sports Complex,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473607,Northern Illinois 10U Open State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>-<strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",06-Jan-2014,06-Jul-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,04-Jul-2014,10/u,Open (A & B),Forest Hills Diamonds,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473612,Northern Illinois 11U Open State Championships,"<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>- <strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",06-Jan-2014,06-Jul-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,,,US,04-Jul-2014,11/u,Open (A & B),Harlem Sports Complex,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473614,"Northern Illinois 14U ""B"" State Championships","<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>- <strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",06-Jan-2014,06-Jul-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford,IL,,US,04-Jul-2014,14/u,B,Sportscore Diamonds,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473616,"Northern Illinois 16 ""B"" State Championships","<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>- <strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",06-Jan-2014,06-Jul-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,04-Jul-2014,16/u,B,Harlem Sports Complex,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473619,"Northern Illinois 18U ""B"" State Championships","<p>4 game guarantee &gt; No Gate Fee &gt; No Parking Fees &gt;2 Games of Pool into Double Elimination. &gt; Pool play game lengths will be no new inning to start after 1 hour &amp; 15 minutes and games can end in a tie. Bracket Play- No new inning will begin after 1 hour and 20 minutes. International tie breaker if tied in Bracket Play (excluding Championship). Mercy Rule: 10 after 3 innings/ 8 after 4 innings/ 6 after 5 innings. A coin flip will determine Home Team in Pool Play. Higher Seeded Team will have option of Home or Visitor in Bracket play. Bracket Seeds will be determined by record from Pool Play. 2 points for a win and 1 point for a tie. &gt; Criteria for Seeding bracket play: &gt; 1. Best Record &gt; 2. Head to head competition &gt; 3. Runs allowed &gt; 4. Runs scored with a maximum 8 runs per game &gt; 5. Flip of coin &gt; Bracket play will begin immediately following Pool Play &gt;<strong><em>AWARDS</em></strong>-<strong><em>MVO (Most Valuable</em></strong> <strong>Opponent</strong>) ribbons for Pool Play. Players (not coaches) please select the player on the other team who you felt had the biggest impact against your team. &gt; &gt;<strong><em>All State Tournament Team</em></strong>&gt;&gt;<strong><em>MVP</em></strong>&gt;&gt;<strong>Best<em>Offensive Player</em>&gt;&gt;Best Defensive Player&gt;&gt;Outstanding Pitcher&gt;&gt; World Series berths</strong></p>
",06-Jan-2014,06-Jul-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Roscoe,IL,,US,04-Jul-2014,18/u,B,Thunder Park,$495,,/fast-pitch/fast-pitch-registration-form.pdf,
4473639,"2nd Annual Mokena ""Blast"" into Summer","<p>4 game guarantee - 3 Pool Play into Single Elimination</p>
<p>$495 - no gate fee</p>
<p><em><strong>Class ""B"" teams ONLY </strong></em>and all rosters must be added to the<a href=""http://www.usssa.com"">www.usssa.com</a> web site<em><strong>prior</strong></em>to entry.</p>
<p>Note: The 11U tournament is only one Class, Open.</p>
<p>&nbsp;</p>
",06-Jan-2014,25-May-2014,,1431331,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;,,,Mokena,IL,,US,23-May-2014,14/u 12/u 11/u 10/u,B,Mokena Community Park,$495,,,/Tournaments/4473639_341991_2014 Mokena Blast Tourney Flyer Jan 4.docx
