External ID,Item Name,Item Description,Release Date,Expiry Date,Weight,Template ID,Enabled,EntityId,Classifications,Address,N/A,City,State,Zipcode,Country of domain purchase is made from,Start Date,Age,Class,Venue,Entry Fee,Registration Form,Reg Form,Flyer
4284467,4th Annual 2013 Rampage Fall USSSA Qualifier,"<ul>
    <li>16 teams maximum per age group</li>
    <li>4 Game Guarantee &ndash; weather permitting</li>
    <li>Three pool play games into single elimination format</li>
    <li>75 minute time limit; no new inning</li>
    <li>USSSA Rules will apply; 2014 USSSA National Qualifier.&nbsp; </li>
    <li>Teams must provide Birth Certificates, Proof of Insurance, and completed Official USSSA Roster.</li>
    <li>One game = a tournament.&nbsp; In case of a complete rainout, a $100 administrative fee will be retained.</li>
</ul>
<p><strong>Make check payable to: Roselle Rampage Association</strong></p>
<p>Mail check &amp; entry form to: <span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Dan Lombardo</p>
<p><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>203 Biscayne St</p>
<p><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Bloomingdale, IL 60108</p>
<p><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>(630) 768-8043</p>
<p><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span><strong><a href=""mailto:danlombardo23@comcast.net"">danlombardo23@comcast.net</a></strong></p>
",19-Aug-2013,06-Oct-2013,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments/10/u;/Fast Pitch/Illinois State Tournaments/12/u;/Fast Pitch/Illinois State Tournaments/14/u;/Fast Pitch/Illinois State Tournaments/16/u;/Fast Pitch/Illinois State Tournaments/18/u;,1675 Old Schaumburg Rd,,Schaumburg,IL,60173,US,04-Oct-2013,10/u 12/u 14/u 16/u 18/u,Open,Olympic Park,$475.00,,/fast-pitch/fast-pitch-registration-form.pdf,/fast-pitch/Rampage 2.pdf
4356350,AFSA 12U and 18U Open USSSA Fall Kickoff Qualifier,"<ul>
    <li>Registration Fee: $490&nbsp;&nbsp; (4 GG weather permitting)</li>
    <li>Refund Policy: Refunds will only be given if event is cancelled in advance.</li>
    <li>For Rain outs a $50 administrative fee will be taken from each team</li>
    <li>Sanction: USSSA&nbsp;&nbsp; -&nbsp; teams must be registered in USSSA before entry is gained</li>
    <li>Maximum # Teams: 8 teams max for each division</li>
</ul>
",26-Aug-2013,29-Sep-2013,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments/12/u;/Fast Pitch/Illinois State Tournaments/18/u;,39W585 Jericho Rd,,Montgomery,IL,,US,28-Sep-2013,12/u 18/u,Open,Stuart Sports Complex,$490.00,,/fast-pitch/2013 Fall Qualifier Reg  Form.pdf,/fast-pitch/2013 Fall Kickoff Flyer.pdf
4371832,Libertyville Fall Classic 2014 USSSA World Series Qualifier,"<ul>
    <li>8 Team Maximum Per Age Group</li>
    <li>
    4 Game Guarantee (3 Pool Games/Single Elimination With Weather Permitting)</li>
    <li>
    2 Umpires All Games</li>
    <li>
    All Games Will Have A 90 Minute Time Limit &ndash; With Exception Of Championship Game</li>
    <li>
    Pool Play Will Have Free Substitutions &amp; A Continuous Batting Order</li>
    <li>
    USSSA Rules Will Apply During All Elimination Games</li>
    <li>
    All Teams Must Provide Insurance, Birth Certificates (Upon Request) And Be USSSA Registered</li>
    <li>
    Individual Awards To 1st &amp; 2nd Place Finishers Of Each Age Group</li>
    <li>
    LGSA will provide Hot/Cold Concession Stand At All Venues</li>
    <li>
    200 Foot Fences For All Levels Except 10U</li>
    <li>
    $475.00 Entry Fee</li>
</ul>
",30-Aug-2013,20-Oct-2013,,1431728,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments/10/u;/Fast Pitch/Illinois State Tournaments/12/u;/Fast Pitch/Illinois State Tournaments/14/u;,,,Libertyville,IL,,US,19-Oct-2013,10/u 12/u 14/u,Open,"10U played at Nicholas Dowden Park, 12U & 14U at Libertyville High School & Odom Field",$475.00,,/fast-pitch/LGSA 2013 Fall Classic Registration Form.pdf,/fast-pitch/LGSA 2013 Fall Classic Registration Form.pdf
70100,Northern Illinois 16A State Championships,"<p>16/u A - B Teams can play<br />
4 game guarantee<br />
16u Class A<br />
Maximum 32 teams<br />
$475 entry fee<br />
4 World Series berths<br />
All fields fenced at 200 for HCC and Sportscore. At FH, 2 diamonds fenced at 200 and 2 diamonds fenced at 250.<br />
No gate fee and no parking fee.<br />
Tournament contacts:<a href=""mailto:ilusssa@t6b.com"">Brenda Paulson</a> (815) 964-3537</p>
<p>Location: Veteran's Memorial Sportscore<br />
Rockford, IL</p>
<p>&nbsp;</p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information"">Click here for hotel information</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel%20form_state.pdf"">Click here for the hotel form</a><br />
</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""></a><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/FoodFunCouponSheet2013%20-%20Final.pdf"">Click here for Coupons</a></p>
",13-Mar-2013,24-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford,IL,,US,21-Jun-2013,16/u,A,Veteran's Memorial Sportscore Diamonds,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,
70138,Northern Illinois 12B State Championships,"<p>12/u B<br />
4 game guarantee<br />
Maximum 24 teams<br />
$475 entry fee<br />
4 World Series berths</p>
<p>All fields fenced at 200 for HCC and Sportscore. At FH, 2 diamonds fenced at 200 and 2 diamonds fenced at 250.<br />
No gate fee and no parking fee.<br />
Tournament contacts:<a href=""mailto:ilusssa@t6b.com"">Brenda Paulson</a> (815) 964-3537</p>
<p>Location: Harlem Sports Complex,<br />
Loves Park, IL</p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information"">Click here for hotel information</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel%20form_state.pdf"">Click here for the hotel form</a><br />
</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""></a><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/FoodFunCouponSheet2013%20-%20Final.pdf"">Click here for Coupons</a></p>
",13-Mar-2013,23-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,"Rockford/Loves Park, IL",IL,,US,21-Jun-2013,12/u,B,Harlem Sports Complex/Sportscore Diamonds,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,
70099,Northern Illinois 13U State Championships,"<p>13/u Open<br />
4 game guarantee<br />
Maximum 16 teams<br />
$475 entry fee<br />
4 World Series berths<br />
All fields fenced at 200 for HCC and Sportscore. At FH, 2 diamonds fenced at 200 and 2 diamonds fenced at 250.<br />
No gate fee and no parking fee.<br />
Tournament contacts:<a href=""mailto:ilusssa@t6b.com"">Brenda Paulson</a> (815) 964-3537</p>
<p>Location: Veteran's Memorial Sportscore<br />
Rockford, IL &amp;<br />
Harlem Sports Complex<br />
Loves Park, IL</p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information"">Click here for hotel information</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel%20form_state.pdf"">Click here for the hotel form</a><br />
</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""></a><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/FoodFunCouponSheet2013%20-%20Final.pdf"">Click here for Coupons</a></p>
",13-Mar-2013,23-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,21-Jun-2013,13/u,,Veteran's Memorial Sportscore Diamonds and Harlem Sports Complex,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,
70130,Northern Illinois 10U B State Championships,"<p>10/u B teams<br />
4 game guarantee<br />
Maximum 16 teams<br />
$475 entry fee<br />
4 World Series berths</p>
<p>All fields fenced at 200 for HCC and Sportscore. At FH, 2 diamonds fenced at 200 and 2 diamonds fenced at 250.<br />
No gate fee and no parking fee.<br />
Tournament contacts:<a href=""mailto:ilusssa@t6b.com"">Brenda Paulson</a> (815) 964-3537</p>
<p>Location: Harlem Sports Complex Loves Park, IL</p>
<p>&nbsp;</p>
<p><a href=""/fast-pitch/hotel-information"">Click here for hotel information</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel%20form_state.pdf"">Click here for the hotel form<br />
</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/FoodFunCouponSheet2013%20-%20Final.pdf"">Click here for Coupons</a></p>
",13-Mar-2013,23-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,"Rockford/Loves Park, IL",IL,,US,21-Jun-2013,10/u,B,,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,
70141,Northern Illinois 12A State Championships,"<p>12U Class ""A""<br />
4 game guarantee<br />
Maximum 16 teams<br />
$475 entry fee<br />
4 World Series berths<br />
All fields fenced at 200 for HCC and Sportscore. At FH, 2 diamonds fenced at 200 and 2 diamonds fenced at 250.<br />
No gate fee and no parking fee.<br />
Tournament contacts:<a href=""mailto:ilusssa@t6b.com"">Brenda Paulson</a> (815) 964-3537</p>
<p>Location: Veterans Memorial Sportscore<br />
Rockford, IL &amp;<br />
Harlem Sports Complex<br />
Loves Park, IL</p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information"">Click here for hotel information</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel%20form_state.pdf"">Click here for the hotel form</a><br />
</a></p>
<p><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/hotel-information""></a><a href=""http://ilusssa.businesscatalyst.com/fast-pitch/FoodFunCouponSheet2013%20-%20Final.pdf"">Click here for Coupons</a></p>
",13-Mar-2013,23-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Illinois State Tournaments;,,,Rockford/Loves Park,IL,,US,21-Jun-2013,12/u,A,Veteran's Memorial Sportscore Diamonds and Harlem Sports Complex,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,
70165,Swinging into Summer in Huntley USSSA Fastpitch Tournament,"<p>10/u C &amp; 12/u C<br />Entry Fee: $475<br />2 pool double elimination<br />Tournament Director: Jeff Ryder (847)669-3180 ext. 317</p><p>Location: Tomaso Sports Park<br />Huntley, IL</p><p>Register Here</p>",13-Mar-2013,24-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;/Fast Pitch/Class &quot;C&quot; Programs;,,,Huntley,IL,,US,21-Jun-2013,12/u 10/u,C,Tomaso Sports Park,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,/Tournaments/Red%20Raiders%20Softball%20USSSA%20Tourney%20%20June%202013%2012U%20%2010U%20C.pdf
70096,Algonquin Aces Summer Sizzler,"<p>2013 USSSA World Series Qualifier<br />12/u, 14/u, 16/u, 18/u Open<br />4 game guarantee<br />$475 entry fee<br />Contact<a href=""mailto:Ice929@aol.com"">Larry Eissler</a> (847)493-9283</p><p>Location: Presidential Park<br />Algonquin Lakes Park<br />Kelliher Park<br />Algonquin, IL</p>",13-Mar-2013,24-Jun-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Illinois Tournaments;,,,Algonquin,IL,,US,21-Jun-2013,18/u 16/u 14/u 12/u,Open,Presidential Park/Algonquin Lakes Park/Kelliher Park ,$475 ,,http://ilusssa.businesscatalyst.com/fast-pitch/fast-pitch-registration-form.pdf,www.algonquinaces.com
70024,USSSA World Series - Central Region,"<p>Age: 14/u</p> <p>Class: A</p> <p>Location: Independance, MO</p> <p>Date: July 22 - 28</p> <p>Director: Doug Morrison</p> <p>Complex: Adair Park</p>",13-Mar-2013,28-Jul-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Worlds Series Tournaments;,,,Independance,MO,,US,22-Jul-2013,14/u,A,Adair Park,,,,http://www.usssaworldseries.com/
70025,USSSA World Series - Central Region,"<p>Age: 11/u</p> <p>Class: Open</p> <p>Location: Des Moines, IA</p> <p>Date: July 22 - 28</p> <p>Director: Bryan Sage</p> <p>Complex: Prairie Ridge</p>",13-Mar-2013,28-Jul-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Worlds Series Tournaments;,,,Des Moines,IA,,US,22-Jul-2013,11/u,Open,Prairie Ridge,,,,http://www.usssaiowafp.com/
70023,USSSA World Series - Central Region,"<p>Age: 13/u</p> <p>Class: Open</p> <p>Location: Des Moines, IA</p> <p>Date: July 22 - 28</p> <p>Director: Bryan Sage</p> <p>Complex: Prairie Ridge</p>",13-Mar-2013,28-Jul-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Worlds Series Tournaments;,,,Des Moines,IA,,US,22-Jul-2013,13/u,Open,Prairie Ridge,,,,http://www.usssaiowafp.com/
70029,USSSA World Series - East Region,"<p>Age: 11/u</p> <p>Class: Open</p> <p>Location: Quackertown, PA</p> <p>Date: July 22-27</p> <p>Director: Jeff Kittle</p> <p>Complex: Veterans Memorial</p>",13-Mar-2013,27-Jul-2013,,1456875,Y,27070218,/Fast Pitch;/Fast Pitch/Worlds Series Tournaments;,,,Quackertown,PA,,US,22-Jul-2013,11/u,Open,Veteran's Memorial Sportscore Diamonds,,,,http://www.pausssaeast.com/content/documents/WSPacket-11-2013-15-quakertown-pa.pdf
